name,wikipedia_link
Atlantic canary,https://wikipedia.org/wiki/Atlantic_canary
Atlantic petrel,https://wikipedia.org/wiki/Atlantic_petrel
Atlantic puffin,https://wikipedia.org/wiki/Atlantic_puffin
Atlantic royal flycatcher,https://wikipedia.org/wiki/Atlantic_royal_flycatcher
Atlantic yellow-nosed albatross,https://wikipedia.org/wiki/Atlantic_yellow-nosed_albatross
Atlas pied flycatcher,https://wikipedia.org/wiki/Atlas_pied_flycatcher
Atoll fruit dove,https://wikipedia.org/wiki/Atoll_fruit_dove
Atoll starling,https://wikipedia.org/wiki/Atoll_starling
Auckland rail,https://wikipedia.org/wiki/Auckland_rail
Auckland shag,https://wikipedia.org/wiki/Auckland_shag
Auckland teal,https://wikipedia.org/wiki/Auckland_teal
Audouin's gull,https://wikipedia.org/wiki/Audouin%27s_gull
Audubon's oriole,https://wikipedia.org/wiki/Audubon%27s_oriole
Audubon's shearwater,https://wikipedia.org/wiki/Audubon%27s_shearwater
Audubon's warbler,https://wikipedia.org/wiki/Audubon%27s_warbler
Augur buzzard,https://wikipedia.org/wiki/Augur_buzzard
Austen's brown hornbill,https://wikipedia.org/wiki/Austen%27s_brown_hornbill
Austral blackbird,https://wikipedia.org/wiki/Austral_blackbird
Austral canastero,https://wikipedia.org/wiki/Austral_canastero
Austral negrito,https://wikipedia.org/wiki/Austral_negrito
Austral parakeet,https://wikipedia.org/wiki/Austral_parakeet
Austral pygmy owl,https://wikipedia.org/wiki/Austral_pygmy_owl
Austral rail,https://wikipedia.org/wiki/Austral_rail
Austral thrush,https://wikipedia.org/wiki/Austral_thrush
Australasian bittern,https://wikipedia.org/wiki/Australasian_bittern
Australasian darter,https://wikipedia.org/wiki/Australasian_darter
Australasian figbird,https://wikipedia.org/wiki/Australasian_figbird
Australasian gannet,https://wikipedia.org/wiki/Australasian_gannet
Australasian grebe,https://wikipedia.org/wiki/Australasian_grebe
Australasian pipit,https://wikipedia.org/wiki/Australasian_pipit
Australasian shoveler,https://wikipedia.org/wiki/Australasian_shoveler
Australasian swamphen,https://wikipedia.org/wiki/Australasian_swamphen
Australian boobook,https://wikipedia.org/wiki/Australian_boobook
Australian brushturkey,https://wikipedia.org/wiki/Australian_brushturkey
Australian bustard,https://wikipedia.org/wiki/Australian_bustard
Australian crake,https://wikipedia.org/wiki/Australian_crake
Australian golden whistler,https://wikipedia.org/wiki/Australian_golden_whistler
Australian hobby,https://wikipedia.org/wiki/Australian_hobby
Australian king parrot,https://wikipedia.org/wiki/Australian_king_parrot
Australian logrunner,https://wikipedia.org/wiki/Australian_logrunner
Australian magpie,https://wikipedia.org/wiki/Australian_magpie
Australian masked owl,https://wikipedia.org/wiki/Australian_masked_owl
Australian owlet-nightjar,https://wikipedia.org/wiki/Australian_owlet-nightjar
Australian painted-snipe,https://wikipedia.org/wiki/Australian_painted-snipe
Australian pelican,https://wikipedia.org/wiki/Australian_pelican
Australian pied cormorant,https://wikipedia.org/wiki/Australian_pied_cormorant
Australian pratincole,https://wikipedia.org/wiki/Australian_pratincole
Australian raven,https://wikipedia.org/wiki/Australian_raven
Australian reed warbler,https://wikipedia.org/wiki/Australian_reed_warbler
Australian ringneck,https://wikipedia.org/wiki/Australian_ringneck
Australian shelduck,https://wikipedia.org/wiki/Australian_shelduck
Australian swiftlet,https://wikipedia.org/wiki/Australian_swiftlet
Australian tern,https://wikipedia.org/wiki/Australian_tern
Australian white ibis,https://wikipedia.org/wiki/Australian_white_ibis
Australian wood duck,https://wikipedia.org/wiki/Australian_wood_duck
Ayacucho thistletail,https://wikipedia.org/wiki/Ayacucho_thistletail
Ayeyarwady bulbul,https://wikipedia.org/wiki/Ayeyarwady_bulbul
Ayres's hawk-eagle,https://wikipedia.org/wiki/Ayres%27s_hawk-eagle
Azara's spinetail,https://wikipedia.org/wiki/Azara%27s_spinetail
Azores bullfinch,https://wikipedia.org/wiki/Azores_bullfinch
Aztec rail,https://wikipedia.org/wiki/Aztec_rail
Aztec thrush,https://wikipedia.org/wiki/Aztec_thrush
Azuero dove,https://wikipedia.org/wiki/Azuero_dove
Azure dollarbird,https://wikipedia.org/wiki/Azure_dollarbird
Azure gallinule,https://wikipedia.org/wiki/Azure_gallinule
Azure jay,https://wikipedia.org/wiki/Azure_jay
Azure kingfisher,https://wikipedia.org/wiki/Azure_kingfisher
Azure tit,https://wikipedia.org/wiki/Azure_tit
Azure-breasted pitta,https://wikipedia.org/wiki/Azure-breasted_pitta
Azure-crested flycatcher,https://wikipedia.org/wiki/Azure-crested_flycatcher
Azure-crowned hummingbird,https://wikipedia.org/wiki/Azure-crowned_hummingbird
Azure-hooded jay,https://wikipedia.org/wiki/Azure-hooded_jay
Azure-naped jay,https://wikipedia.org/wiki/Azure-naped_jay
Azure-rumped tanager,https://wikipedia.org/wiki/Azure-rumped_tanager
Azure-shouldered tanager,https://wikipedia.org/wiki/Azure-shouldered_tanager
Azure-winged magpie,https://wikipedia.org/wiki/Azure-winged_magpie
Babbling starling,https://wikipedia.org/wiki/Babbling_starling
Bachman's sparrow,https://wikipedia.org/wiki/Bachman%27s_sparrow
Bachman's warbler,https://wikipedia.org/wiki/Bachman%27s_warbler
Baer's pochard,https://wikipedia.org/wiki/Baer%27s_pochard
Baglafecht weaver,https://wikipedia.org/wiki/Baglafecht_weaver
Bagobo babbler,https://wikipedia.org/wiki/Bagobo_babbler
Bahama mockingbird,https://wikipedia.org/wiki/Bahama_mockingbird
Bahama oriole,https://wikipedia.org/wiki/Bahama_oriole
Bahama swallow,https://wikipedia.org/wiki/Bahama_swallow
Bahama warbler,https://wikipedia.org/wiki/Bahama_warbler
Bahama woodstar,https://wikipedia.org/wiki/Bahama_woodstar
Bahama yellowthroat,https://wikipedia.org/wiki/Bahama_yellowthroat
Bahia antwren,https://wikipedia.org/wiki/Bahia_antwren
Bahia spinetail,https://wikipedia.org/wiki/Bahia_spinetail
Bahia tapaculo,https://wikipedia.org/wiki/Bahia_tapaculo
Bahia tyrannulet,https://wikipedia.org/wiki/Bahia_tyrannulet
Bahian mouse-colored tapaculo,https://wikipedia.org/wiki/Bahian_mouse-colored_tapaculo
Baikal bush warbler,https://wikipedia.org/wiki/Baikal_bush_warbler
Baikal teal,https://wikipedia.org/wiki/Baikal_teal
Baillon's crake,https://wikipedia.org/wiki/Baillon%27s_crake
Baird's flycatcher,https://wikipedia.org/wiki/Baird%27s_flycatcher
Baird's junco,https://wikipedia.org/wiki/Baird%27s_junco
Baird's sandpiper,https://wikipedia.org/wiki/Baird%27s_sandpiper
Baird's sparrow,https://wikipedia.org/wiki/Baird%27s_sparrow
Baird's trogon,https://wikipedia.org/wiki/Baird%27s_trogon
Baja pygmy owl,https://wikipedia.org/wiki/Baja_pygmy_owl
Bald eagle,https://wikipedia.org/wiki/Bald_eagle
Bald parrot,https://wikipedia.org/wiki/Bald_parrot
Balearic shearwater,https://wikipedia.org/wiki/Balearic_shearwater
Balearic warbler,https://wikipedia.org/wiki/Balearic_warbler
Bali myna,https://wikipedia.org/wiki/Bali_myna
Balicassiao,https://wikipedia.org/wiki/Balicassiao
Baliem whistler,https://wikipedia.org/wiki/Baliem_whistler
Balsas screech owl,https://wikipedia.org/wiki/Balsas_screech_owl
Baltimore oriole,https://wikipedia.org/wiki/Baltimore_oriole
Bamboo antshrike,https://wikipedia.org/wiki/Bamboo_antshrike
Bamboo foliage-gleaner,https://wikipedia.org/wiki/Bamboo_foliage-gleaner
Bamboo warbler,https://wikipedia.org/wiki/Bamboo_warbler
Bamboo woodpecker,https://wikipedia.org/wiki/Bamboo_woodpecker
Bamenda apalis,https://wikipedia.org/wiki/Bamenda_apalis
Bananal antbird,https://wikipedia.org/wiki/Bananal_antbird
Bananaquit,https://wikipedia.org/wiki/Bananaquit
Banasura laughingthrush,https://wikipedia.org/wiki/Banasura_laughingthrush
Banda myzomela,https://wikipedia.org/wiki/Banda_myzomela
Band-backed wren,https://wikipedia.org/wiki/Band-backed_wren
Band-bellied crake,https://wikipedia.org/wiki/Band-bellied_crake
Band-bellied owl,https://wikipedia.org/wiki/Band-bellied_owl
Banded antbird,https://wikipedia.org/wiki/Banded_antbird
Banded barbet,https://wikipedia.org/wiki/Banded_barbet
Banded bay cuckoo,https://wikipedia.org/wiki/Banded_bay_cuckoo
Banded broadbill,https://wikipedia.org/wiki/Banded_broadbill
Banded cotinga,https://wikipedia.org/wiki/Banded_cotinga
Banded fruit dove,https://wikipedia.org/wiki/Banded_fruit_dove
Banded green sunbird,https://wikipedia.org/wiki/Banded_green_sunbird
Banded ground cuckoo,https://wikipedia.org/wiki/Banded_ground_cuckoo
Banded honeyeater,https://wikipedia.org/wiki/Banded_honeyeater
Banded kestrel,https://wikipedia.org/wiki/Banded_kestrel
Banded kingfisher,https://wikipedia.org/wiki/Banded_kingfisher
Banded lapwing,https://wikipedia.org/wiki/Banded_lapwing
Banded martin,https://wikipedia.org/wiki/Banded_martin
Banded parisoma,https://wikipedia.org/wiki/Banded_parisoma
Banded prinia,https://wikipedia.org/wiki/Banded_prinia
Banded quail,https://wikipedia.org/wiki/Banded_quail
Banded stilt,https://wikipedia.org/wiki/Banded_stilt
Banded wattle-eye,https://wikipedia.org/wiki/Banded_wattle-eye
Banded whiteface,https://wikipedia.org/wiki/Banded_whiteface
Banded woodpecker,https://wikipedia.org/wiki/Banded_woodpecker
Banded wren,https://wikipedia.org/wiki/Banded_wren
Banded yellow robin,https://wikipedia.org/wiki/Banded_yellow_robin
Band-rumped storm petrel,https://wikipedia.org/wiki/Band-rumped_storm_petrel
Band-rumped swift,https://wikipedia.org/wiki/Band-rumped_swift
Band-tailed antbird,https://wikipedia.org/wiki/Band-tailed_antbird
Band-tailed antshrike,https://wikipedia.org/wiki/Band-tailed_antshrike
Band-tailed antwren,https://wikipedia.org/wiki/Band-tailed_antwren
Band-tailed barbthroat,https://wikipedia.org/wiki/Band-tailed_barbthroat
Band-tailed earthcreeper,https://wikipedia.org/wiki/Band-tailed_earthcreeper
Band-tailed fruiteater,https://wikipedia.org/wiki/Band-tailed_fruiteater
Band-tailed guan,https://wikipedia.org/wiki/Band-tailed_guan
Band-tailed hornero,https://wikipedia.org/wiki/Band-tailed_hornero
Band-tailed manakin,https://wikipedia.org/wiki/Band-tailed_manakin
Band-tailed nighthawk,https://wikipedia.org/wiki/Band-tailed_nighthawk
Band-tailed oropendola,https://wikipedia.org/wiki/Band-tailed_oropendola
Band-tailed pigeon,https://wikipedia.org/wiki/Band-tailed_pigeon
Band-tailed seedeater,https://wikipedia.org/wiki/Band-tailed_seedeater
Band-tailed sierra finch,https://wikipedia.org/wiki/Band-tailed_sierra_finch
Band-winged nightjar,https://wikipedia.org/wiki/Band-winged_nightjar
Banggai crow,https://wikipedia.org/wiki/Banggai_crow
Banggai fruit dove,https://wikipedia.org/wiki/Banggai_fruit_dove
Banggai jungle flycatcher,https://wikipedia.org/wiki/Banggai_jungle_flycatcher
Bangwa forest warbler,https://wikipedia.org/wiki/Bangwa_forest_warbler
Bank cormorant,https://wikipedia.org/wiki/Bank_cormorant
Bank myna,https://wikipedia.org/wiki/Bank_myna
Bannerman's shearwater,https://wikipedia.org/wiki/Bannerman%27s_shearwater
Bannerman's sunbird,https://wikipedia.org/wiki/Bannerman%27s_sunbird
Bannerman's turaco,https://wikipedia.org/wiki/Bannerman%27s_turaco
Bannerman's weaver,https://wikipedia.org/wiki/Bannerman%27s_weaver
Barau's petrel,https://wikipedia.org/wiki/Barau%27s_petrel
Bar-backed partridge,https://wikipedia.org/wiki/Bar-backed_partridge
Barbados bullfinch,https://wikipedia.org/wiki/Barbados_bullfinch
Barbary partridge,https://wikipedia.org/wiki/Barbary_partridge
Bar-bellied cuckooshrike,https://wikipedia.org/wiki/Bar-bellied_cuckooshrike
Bar-bellied pitta,https://wikipedia.org/wiki/Bar-bellied_pitta
Bar-bellied woodcreeper,https://wikipedia.org/wiki/Bar-bellied_woodcreeper
Bar-bellied woodpecker,https://wikipedia.org/wiki/Bar-bellied_woodpecker
Bar-breasted firefinch,https://wikipedia.org/wiki/Bar-breasted_firefinch
Bar-breasted honeyeater,https://wikipedia.org/wiki/Bar-breasted_honeyeater
Bar-breasted piculet,https://wikipedia.org/wiki/Bar-breasted_piculet
Barbuda warbler,https://wikipedia.org/wiki/Barbuda_warbler
Bar-crested antshrike,https://wikipedia.org/wiki/Bar-crested_antshrike
Bare-cheeked babbler,https://wikipedia.org/wiki/Bare-cheeked_babbler
Bare-cheeked trogon,https://wikipedia.org/wiki/Bare-cheeked_trogon
Bare-crowned antbird,https://wikipedia.org/wiki/Bare-crowned_antbird
Bare-eyed antbird,https://wikipedia.org/wiki/Bare-eyed_antbird
Bare-eyed myna,https://wikipedia.org/wiki/Bare-eyed_myna
Bare-eyed pigeon,https://wikipedia.org/wiki/Bare-eyed_pigeon
Bare-eyed rail,https://wikipedia.org/wiki/Bare-eyed_rail
Bare-eyed thrush,https://wikipedia.org/wiki/Bare-eyed_thrush
Bare-eyed white-eye,https://wikipedia.org/wiki/Bare-eyed_white-eye
Bare-faced bulbul,https://wikipedia.org/wiki/Bare-faced_bulbul
Bare-faced curassow,https://wikipedia.org/wiki/Bare-faced_curassow
Bare-faced go-away-bird,https://wikipedia.org/wiki/Bare-faced_go-away-bird
Bare-faced ground dove,https://wikipedia.org/wiki/Bare-faced_ground_dove
Bare-faced ibis,https://wikipedia.org/wiki/Bare-faced_ibis
Bare-headed laughingthrush,https://wikipedia.org/wiki/Bare-headed_laughingthrush
Bare-legged owl,https://wikipedia.org/wiki/Bare-legged_owl
Bare-legged swiftlet,https://wikipedia.org/wiki/Bare-legged_swiftlet
Bare-necked fruitcrow,https://wikipedia.org/wiki/Bare-necked_fruitcrow
Bare-necked umbrellabird,https://wikipedia.org/wiki/Bare-necked_umbrellabird
Bare-shanked screech owl,https://wikipedia.org/wiki/Bare-shanked_screech_owl
Bare-throated bellbird,https://wikipedia.org/wiki/Bare-throated_bellbird
Bare-throated tiger heron,https://wikipedia.org/wiki/Bare-throated_tiger_heron
Bare-throated whistler,https://wikipedia.org/wiki/Bare-throated_whistler
Bar-headed goose,https://wikipedia.org/wiki/Bar-headed_goose
Barka indigobird,https://wikipedia.org/wiki/Barka_indigobird
Barking imperial pigeon,https://wikipedia.org/wiki/Barking_imperial_pigeon
Barking owl,https://wikipedia.org/wiki/Barking_owl
Barlow's lark,https://wikipedia.org/wiki/Barlow%27s_lark
Barn swallow,https://wikipedia.org/wiki/Barn_swallow
Barnacle goose,https://wikipedia.org/wiki/Barnacle_goose
Barolo shearwater,https://wikipedia.org/wiki/Barolo_shearwater
Barratt's warbler,https://wikipedia.org/wiki/Barratt%27s_warbler
Barred antshrike,https://wikipedia.org/wiki/Barred_antshrike
Barred antthrush,https://wikipedia.org/wiki/Barred_antthrush
Barred becard,https://wikipedia.org/wiki/Barred_becard
Barred buttonquail,https://wikipedia.org/wiki/Barred_buttonquail
Barred cuckoo-dove,https://wikipedia.org/wiki/Barred_cuckoo-dove
Barred cuckooshrike,https://wikipedia.org/wiki/Barred_cuckooshrike
Barred dove,https://wikipedia.org/wiki/Barred_dove
Barred eagle-owl,https://wikipedia.org/wiki/Barred_eagle-owl
Barred forest falcon,https://wikipedia.org/wiki/Barred_forest_falcon
Barred fruiteater,https://wikipedia.org/wiki/Barred_fruiteater
Barred hawk,https://wikipedia.org/wiki/Barred_hawk
Barred honey buzzard,https://wikipedia.org/wiki/Barred_honey_buzzard
Barred honeyeater,https://wikipedia.org/wiki/Barred_honeyeater
Barred laughingthrush,https://wikipedia.org/wiki/Barred_laughingthrush
Barred long-tailed cuckoo,https://wikipedia.org/wiki/Barred_long-tailed_cuckoo
Barred owl,https://wikipedia.org/wiki/Barred_owl
Barred owlet-nightjar,https://wikipedia.org/wiki/Barred_owlet-nightjar
Barred parakeet,https://wikipedia.org/wiki/Barred_parakeet
Barred puffbird,https://wikipedia.org/wiki/Barred_puffbird
Barred rail,https://wikipedia.org/wiki/Barred_rail
Barred tinamou,https://wikipedia.org/wiki/Barred_tinamou
Barred warbler,https://wikipedia.org/wiki/Barred_warbler
Barred wren-warbler,https://wikipedia.org/wiki/Barred_wren-warbler
Barrow's goldeneye,https://wikipedia.org/wiki/Barrow%27s_goldeneye
Bar-shouldered dove,https://wikipedia.org/wiki/Bar-shouldered_dove
Bar-tailed cuckoo-dove,https://wikipedia.org/wiki/Bar-tailed_cuckoo-dove
Bar-tailed godwit,https://wikipedia.org/wiki/Bar-tailed_godwit
Bar-tailed lark,https://wikipedia.org/wiki/Bar-tailed_lark
Bar-tailed treecreeper,https://wikipedia.org/wiki/Bar-tailed_treecreeper
Bar-tailed trogon,https://wikipedia.org/wiki/Bar-tailed_trogon
Bar-throated apalis,https://wikipedia.org/wiki/Bar-throated_apalis
Bar-throated minla,https://wikipedia.org/wiki/Bar-throated_minla
Bartlett's tinamou,https://wikipedia.org/wiki/Bartlett%27s_tinamou
Barusan cuckoo-dove,https://wikipedia.org/wiki/Barusan_cuckoo-dove
Bar-winged flycatcher-shrike,https://wikipedia.org/wiki/Bar-winged_flycatcher-shrike
Bar-winged oriole,https://wikipedia.org/wiki/Bar-winged_oriole
Bar-winged prinia,https://wikipedia.org/wiki/Bar-winged_prinia
Bar-winged rail,https://wikipedia.org/wiki/Bar-winged_rail
Bar-winged weaver,https://wikipedia.org/wiki/Bar-winged_weaver
Bar-winged wood wren,https://wikipedia.org/wiki/Bar-winged_wood_wren
Bar-winged wren-babbler,https://wikipedia.org/wiki/Bar-winged_wren-babbler
Basra reed warbler,https://wikipedia.org/wiki/Basra_reed_warbler
Bassian thrush,https://wikipedia.org/wiki/Bassian_thrush
Bat falcon,https://wikipedia.org/wiki/Bat_falcon
Bat hawk,https://wikipedia.org/wiki/Bat_hawk
Bateleur,https://wikipedia.org/wiki/Bateleur
Bates's nightjar,https://wikipedia.org/wiki/Bates%27s_nightjar
Bates's paradise flycatcher,https://wikipedia.org/wiki/Bates%27s_paradise_flycatcher
Bates's sunbird,https://wikipedia.org/wiki/Bates%27s_sunbird
Bates's swift,https://wikipedia.org/wiki/Bates%27s_swift
Bates's weaver,https://wikipedia.org/wiki/Bates%27s_weaver
Baudin's black cockatoo,https://wikipedia.org/wiki/Baudin%27s_black_cockatoo
Baudo guan,https://wikipedia.org/wiki/Baudo_guan
Baudó oropendola,https://wikipedia.org/wiki/Baud%C3%B3_oropendola
Baumann's olive greenbul,https://wikipedia.org/wiki/Baumann%27s_olive_greenbul
Bay antpitta,https://wikipedia.org/wiki/Bay_antpitta
Bay coucal,https://wikipedia.org/wiki/Bay_coucal
Bay hornero,https://wikipedia.org/wiki/Bay_hornero
Bay woodpecker,https://wikipedia.org/wiki/Bay_woodpecker
Bay wren,https://wikipedia.org/wiki/Bay_wren
Baya weaver,https://wikipedia.org/wiki/Baya_weaver
Bay-backed shrike,https://wikipedia.org/wiki/Bay-backed_shrike
Bay-breasted cuckoo,https://wikipedia.org/wiki/Bay-breasted_cuckoo
Bay-breasted warbler,https://wikipedia.org/wiki/Bay-breasted_warbler
Bay-capped wren-spinetail,https://wikipedia.org/wiki/Bay-capped_wren-spinetail
Bay-chested warbling finch,https://wikipedia.org/wiki/Bay-chested_warbling_finch
Bay-crowned brushfinch,https://wikipedia.org/wiki/Bay-crowned_brushfinch
Bay-headed tanager,https://wikipedia.org/wiki/Bay-headed_tanager
Bay-ringed tyrannulet,https://wikipedia.org/wiki/Bay-ringed_tyrannulet
Bay-vented cotinga,https://wikipedia.org/wiki/Bay-vented_cotinga
Beach kingfisher,https://wikipedia.org/wiki/Beach_kingfisher
Beach stone-curlew,https://wikipedia.org/wiki/Beach_stone-curlew
Bearded barbet,https://wikipedia.org/wiki/Bearded_barbet
Bearded bellbird,https://wikipedia.org/wiki/Bearded_bellbird
